"ML Catalog Number","Common Name","Recordist","Year","Month","Day","Country State County","Locality","Loc ID","Behaviors","Taxon Category","source","genus","family","Orginal.Scientific.Name","Scientific.Name","file_url","species_ebird_url","sound.files"
203921201,"Wetar Ground Dove","Josep del Hoyo",NA,NA,NA,"ID-MA-MA",NA,NA,"Song","Species","not publication cut","Alopecoenas","Columbidae","Alopecoenas hoedtii","Alopecoenas hoedtii","https://macaulaylibrary.org/asset/203921201","https://ebird.org/species/wegdov1","Alopecoenas_hoedtii-ML203921201.wav"
369519141,"Santa Cruz Ground Dove","Dominik Maximilián Ramík",2021,9,1,"VU-SAM","Tabwemasana 2021 Survey (-15,344, 166,743)","L16275700","Call","Species","not publication cut","Alopecoenas","Columbidae","Alopecoenas sanctaecrucis","Alopecoenas sanctaecrucis","https://macaulaylibrary.org/asset/369519141","https://ebird.org/species/scgdov1","Alopecoenas_sanctaecrucis-ML369519141.wav"
139864,"Shy Ground Dove","Joshua O. Seamon",2006,11,17,"AS",NA,NA,"Call","Species","not publication cut","Alopecoenas","Columbidae","Alopecoenas stairi","Alopecoenas stairi","https://macaulaylibrary.org/asset/139864","https://ebird.org/species/frgdov1","Alopecoenas_stairi-ML139864.wav"
5452,"White-throated Ground Dove","Doug Pratt",1978,8,6,"GU","ANDERSEN SOUTH",NA,"Call","Species","not publication cut","Alopecoenas","Columbidae","Alopecoenas xanthonurus","Alopecoenas xanthonurus","https://macaulaylibrary.org/asset/5452","https://ebird.org/species/wtgdov1","Alopecoenas_xanthonurus-ML5452.wav"
33271,"Gray-cheeked Bulbul","Arnoud B. van den Berg",1984,9,28,"MY-06","Taman Negara National Park; Kuala Tehan",NA,"Song","Species","not publication cut","Alophoixus","Pycnonotidae","Alophoixus tephrogenys","Alophoixus tephrogenys","https://macaulaylibrary.org/asset/33271","https://ebird.org/species/gycbul2","Alophoixus_tephrogenys-ML33271.wav"
65869,"Lesser Ground-Robin","Scott  Connop",1993,10,3,"PG-CPM","Ambua Lodge; The Gap",NA,"Song","Species","not publication cut","Amalocichla","Petroicidae","Amalocichla incerta","Amalocichla incerta","https://macaulaylibrary.org/asset/65869","https://ebird.org/species/legrob1","Amalocichla_incerta-ML65869.wav"
203997131,"Greater Ground-Robin","Hervé JACOB",2017,10,14,"ID-IJ-PA","Lake Habbema & grasslands (3200m)","L987164","Song","Species","not publication cut","Amalocichla","Petroicidae","Amalocichla sclateriana","Amalocichla sclateriana","https://macaulaylibrary.org/asset/203997131","https://ebird.org/species/grgrob1","Amalocichla_sclateriana-ML203997131.wav"
33045,"Isabelline Bush-hen","Arnoud B. van den Berg",1984,8,22,"ID-SL-ST","75.0 km SE of Palu; Kamarora village on road to Napu; NP Lore Lindu",NA,"Duet; Song","Species","not publication cut","Amaurornis","Rallidae","Amaurornis isabellina","Amaurornis isabellina","https://macaulaylibrary.org/asset/33045","https://ebird.org/species/isabuh1","Amaurornis_isabellina-ML33045.wav"
203893251,"Talaud Bush-hen","Joseph Kelly",2017,6,1,"ID-SL-SA","Karakelong Island","L10593377",NA,"Species","not publication cut","Amaurornis","Rallidae","Amaurornis magnirostris","Amaurornis magnirostris","https://macaulaylibrary.org/asset/203893251","https://ebird.org/species/talbuh1","Amaurornis_magnirostris-ML203893251.wav"
183599,"Plain Bush-hen","Martha Fischer",2014,3,31,"PH-DAS","50.0 km SSW of Davao. Mount Apo National Park.",NA,"Call","Species","not publication cut","Amaurornis","Rallidae","Amaurornis olivacea","Amaurornis olivacea","https://macaulaylibrary.org/asset/183599","https://ebird.org/species/plabuh1","Amaurornis_olivacea-ML183599.wav"
53277,"Golden-fronted Bowerbird","Jared M. Diamond",1981,2,2,"ID",NA,NA,NA,"Species","not publication cut","Amblyornis","Ptilonorhynchidae","Amblyornis flavifrons","Amblyornis flavifrons","https://macaulaylibrary.org/asset/53277","https://ebird.org/species/gofbow1","Amblyornis_flavifrons-ML53277.wav"
91687901,"Vogelkop Bowerbird","Kristof Zyskowski",2017,12,24,"ID-IJ-PB","Arfak Mtns--Syoubri to Garden House (1350-1800m)","L2519107","Call","Species","not publication cut","Amblyornis","Ptilonorhynchidae","Amblyornis inornata","Amblyornis inornata","https://macaulaylibrary.org/asset/91687901","https://ebird.org/species/vogbow2","Amblyornis_inornata-ML91687901.wav"
22756,"MacGregor's Bowerbird","Thane Pratt",1974,11,22,"PG-MPL","Wau.",NA,NA,"Species","not publication cut","Amblyornis","Ptilonorhynchidae","Amblyornis macgregoriae","Amblyornis macgregoriae","https://macaulaylibrary.org/asset/22756","https://ebird.org/species/macbow2","Amblyornis_macgregoriae-ML22756.wav"
467138411,"Gray Grasswren","James (Jim) Holmes",2022,6,23,"AU-SA-UNI","Birdsville Track at -26.65444, 139.61667","L2559720","Song","Species","not publication cut","Amytornis","Maluridae","Amytornis barbatus","Amytornis barbatus","https://macaulaylibrary.org/asset/467138411","https://ebird.org/species/grygra1","Amytornis_barbatus-ML467138411.wav"
451350181,"Black Grasswren","Bruce Greatwich",2022,5,13,"AU-WA-WYN","6743, Prince Regent River AU-WA -15.62819, 125.26247","L19133111",NA,"Species","not publication cut","Amytornis","Maluridae","Amytornis housei","Amytornis housei","https://macaulaylibrary.org/asset/451350181","https://ebird.org/species/blagra1","Amytornis_housei-ML451350181.wav"
203887891,"Short-tailed Grasswren","Pieter de Groot Boersma",2015,5,31,"AU-SA-FLI","Flinders Ranges National Park","L10584967","Call","Species","not publication cut","Amytornis","Maluridae","Amytornis merrotsyi","Amytornis merrotsyi","https://macaulaylibrary.org/asset/203887891","https://ebird.org/species/shtgra1","Amytornis_merrotsyi-ML203887891.wav"
506658961,"Opalton Grasswren","Luke Enright",2022,11,24,"AU-QLD-WIN","Opalton at -23.25938, 142.75786","L2561710",NA,"Species","not publication cut","Amytornis","Maluridae","Amytornis rowleyi","Amytornis rowleyi","https://macaulaylibrary.org/asset/506658961","https://ebird.org/species/rusgra1","Amytornis_rowleyi-ML506658961.wav"
322972231,"Western Grasswren (Gawler Ranges)","Jack Nguyễn | Treeswift Wildlife & Nature",2021,4,3,"AU-SA-WHY","Whyalla Conservation Park","L2394923",NA,"Group","not publication cut","Amytornis","Maluridae","Amytornis textilis","Amytornis textilis","https://macaulaylibrary.org/asset/322972231","https://ebird.org/species/thbgra3","Amytornis_textilis-ML322972231.wav"
95211,"Principe Sunbird","Linda Macaulay",1995,4,22,"ST-P","Santo António","L5298224","Call; Foraging or Eating","Species","not publication cut","Anabathmis","Nectariniidae","Anabathmis hartlaubii","Anabathmis hartlaubii","https://macaulaylibrary.org/asset/95211","https://ebird.org/species/prisun2","Anabathmis_hartlaubii-ML95211.wav"
96210,"Newton's Sunbird","Linda Macaulay",1995,4,23,"ST-S","Trail To Crater Lago Amelia",NA,"Call; Foraging or Eating","Species","not publication cut","Anabathmis","Nectariniidae","Anabathmis newtonii","Anabathmis newtonii","https://macaulaylibrary.org/asset/96210","https://ebird.org/species/newsun2","Anabathmis_newtonii-ML96210.wav"
93987,"Reichenbach's Sunbird","Linda Macaulay",1995,4,19,"GA-8","Gamba - Shell Oil Facility",NA,"Call; Foraging or Eating","Species","not publication cut","Anabathmis","Nectariniidae","Anabathmis reichenbachii","Anabathmis reichenbachii","https://macaulaylibrary.org/asset/93987","https://ebird.org/species/reisun2","Anabathmis_reichenbachii-ML93987.wav"
188762,"New Caledonian Cuckooshrike","Lucas DeCicco",2009,12,1,"NC","South Province; Blue River National Park",NA,"Song","Species","not publication cut","Analisoma","Campephagidae","Analisoma analis","Analisoma analis","https://macaulaylibrary.org/asset/188762","https://ebird.org/species/neccus1","Analisoma_analis-ML188762.wav"
196864,"Blackish Cuckooshrike","Peter Hosner",2011,6,4,"PH-BUL","Luzon; Angat Watershead",NA,"Call; Flying","Species","not publication cut","Analisoma","Campephagidae","Analisoma coerulescens","Analisoma coerulescens","https://macaulaylibrary.org/asset/196864","https://ebird.org/species/blacus1","Analisoma_coerulescens-ML196864.wav"
175809,"White-winged Cuckooshrike","Ben F. King",1983,5,3,"PH","Island of Negros; Mt. Canlaon National Park",NA,NA,"Species","not publication cut","Analisoma","Campephagidae","Analisoma ostenta","Analisoma ostenta","https://macaulaylibrary.org/asset/175809","https://ebird.org/species/whwcus1","Analisoma_ostenta-ML175809.wav"
450300621,"Laysan Duck","Percy Ulsamer",2022,5,14,"UM-71","Midway Atoll NWR--Sand Island","L1075837",NA,"Species","not publication cut","Anas","Anatidae","Anas laysanensis","Anas laysanensis","https://macaulaylibrary.org/asset/450300621","https://ebird.org/species/layduc","Anas_laysanensis-ML450300621.wav"
501097441,"Meller's Duck","Peter Boesman",2022,10,6,"MG-M","Bemanevika","L4083984","Call","Species","not publication cut","Anas","Anatidae","Anas melleri","Anas melleri","https://macaulaylibrary.org/asset/501097441","https://ebird.org/species/melduc1","Anas_melleri-ML501097441.wav"
434334111,"Forest Penduline-Tit","Peter Boesman",2022,3,11,"GH-EP","Atewa Range--upland forest & ridge","L2478680","Call","Species","not publication cut","Anthoscopus","Remizidae","Anthoscopus flavifrons","Anthoscopus flavifrons","https://macaulaylibrary.org/asset/434334111","https://ebird.org/species/foptit1","Anthoscopus_flavifrons-ML434334111.wav"
203961461,"Yellow Penduline-Tit","Phil Gregory | Sicklebill Safaris | www.birder.travel",2017,4,14,"GH-UE","Tono Dam (10.8792, -1.1601)","L10628123",NA,"Species","not publication cut","Anthoscopus","Remizidae","Anthoscopus parvulus","Anthoscopus parvulus","https://macaulaylibrary.org/asset/203961461","https://ebird.org/species/yeptit1","Anthoscopus_parvulus-ML203961461.wav"
141730511,"Sennar Penduline-Tit","Jay McGowan",2018,12,31,"SN-SL","Keur Mbaye Wolof","L8345598","Call; Song","Species","not publication cut","Anthoscopus","Remizidae","Anthoscopus punctifrons","Anthoscopus punctifrons","https://macaulaylibrary.org/asset/141730511","https://ebird.org/species/septit1","Anthoscopus_punctifrons-ML141730511.wav"
342752571,"Palawan Hornbill","Henry Edelman",2021,5,27,"PH-PLW","Lagen Island Resort, El Nido","L4955680","Call","Species","not publication cut","Anthracoceros","Bucerotidae","Anthracoceros marchei","Anthracoceros marchei","https://macaulaylibrary.org/asset/342752571","https://ebird.org/species/palhor1","Anthracoceros_marchei-ML342752571.wav"
310141681,"Sulu Hornbill","Desmond Allen",1995,8,22,"PH-TAW","Bud Sicali","L13790569",NA,"Species","not publication cut","Anthracoceros","Bucerotidae","Anthracoceros montani","Anthracoceros montani","https://macaulaylibrary.org/asset/310141681","https://ebird.org/species/sulhor2","Anthracoceros_montani-ML310141681.wav"
279350,"Mouse-brown Sunbird","Peter Boesman",2018,6,21,"GM-N","Tendaba, Kiang Central","L11054237","Call","Species","not publication cut","Anthreptes","Nectariniidae","Anthreptes gabonicus","Anthreptes gabonicus","https://macaulaylibrary.org/asset/279350","https://ebird.org/species/mobsun1","Anthreptes_gabonicus-ML279350.wav"
394626161,"Bush Pipit","Victor Ikawa",2021,11,6,"KE-700","Auto selected -1.86029, 36.77676","L16771123",NA,"Species","not publication cut","Anthus","Motacillidae","Anthus caffer","Anthus caffer","https://macaulaylibrary.org/asset/394626161","https://ebird.org/species/buspip1","Anthus_caffer-ML394626161.wav"
100481,"Alpine Pipit","Andrew Mack",1998,5,2,"ID-IJ","15.0 km N of Tembagapura; Fairy Lakes, Near Grasberg Mine",NA,NA,"Species","not publication cut","Anthus","Motacillidae","Anthus gutturalis","Anthus gutturalis","https://macaulaylibrary.org/asset/100481","https://ebird.org/species/alppip1","Anthus_gutturalis-ML100481.wav"
85557,"Gosling's Apalis","Linda Macaulay",1995,4,11,"GA-6","Makokou",NA,"Call","Species","not publication cut","Apalis","Cisticolidae","Apalis goslingi","Apalis goslingi","https://macaulaylibrary.org/asset/85557","https://ebird.org/species/gosapa1","Apalis_goslingi-ML85557.wav"
553753761,"Bonin White-eye","yann muzika",2023,4,5,"JP-13-62","Hahajima Funakiyama, Ogasawara-Mura JP-Tokyo 26.64671, 142.16877","L12020995","Call; Song","Species","not publication cut","Apalopteron","Zosteropidae","Apalopteron familiare","Apalopteron familiare","https://macaulaylibrary.org/asset/553753761","https://ebird.org/species/bonhon1","Apalopteron_familiare-ML553753761.wav"
179864711,"Banded Whiteface","Eliot Miller",2019,8,25,"AU-WA-YAL","(-29.0942,117.4992)","L9840302",NA,"Species","not publication cut","Aphelocephala","Acanthizidae","Aphelocephala nigricincta","Aphelocephala nigricincta","https://macaulaylibrary.org/asset/179864711","https://ebird.org/species/banwhi1","Aphelocephala_nigricincta-ML179864711.wav"
203888291,"Chestnut-breasted Whiteface","Pieter de Groot Boersma",2015,6,10,"AU-SA-COO","Coober Pedy","L10560535","Call; Song","Species","not publication cut","Aphelocephala","Acanthizidae","Aphelocephala pectoralis","Aphelocephala pectoralis","https://macaulaylibrary.org/asset/203888291","https://ebird.org/species/chbwhi1","Aphelocephala_pectoralis-ML203888291.wav"
5710,"Samoan Starling","Doug Pratt",1977,6,23,"WS-TU","Vaea Transmission Track","L9512108",NA,"Species","not publication cut","Aplonis","Sturnidae","Aplonis atrifusca","Aplonis atrifusca","https://macaulaylibrary.org/asset/5710","https://ebird.org/species/samsta1","Aplonis_atrifusca-ML5710.wav"
203932771,"White-eyed Starling","Josep del Hoyo",2010,9,22,"SB-GU","Queen Elizabeth National Park--Mt. Austin","L1607545","Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis brunneicapillus","Aplonis brunneicapillus","https://macaulaylibrary.org/asset/203932771","https://ebird.org/species/whesta2","Aplonis_brunneicapillus-ML203932771.wav"
247298,"Singing Starling","Niels Krabbe",2006,12,21,"SB-WE","Ghizo Airport, Ghizo",NA,"Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis cantoroides","Aplonis cantoroides","https://macaulaylibrary.org/asset/247298","https://ebird.org/species/sinsta1","Aplonis_cantoroides-ML247298.wav"
64537,"Rarotonga Starling","Doug Pratt",1992,7,10,"CK","Rarotonga; Turoa Valley",NA,"Song","Species","not publication cut","Aplonis","Sturnidae","Aplonis cinerascens","Aplonis cinerascens","https://macaulaylibrary.org/asset/64537","https://ebird.org/species/rarsta1","Aplonis_cinerascens-ML64537.wav"
246995,"Makira Starling","Niels Krabbe",2006,11,25,"SB-MK","Tawaitara 3 km E Kirakira, Makira",NA,"Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis dichroa","Aplonis dichroa","https://macaulaylibrary.org/asset/246995","https://ebird.org/species/sacsta1","Aplonis_dichroa-ML246995.wav"
202840,"Brown-winged Starling","Mark Robbins",2014,11,17,"SB-GU","Honiara Botantical Gardens",NA,"Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis grandis","Aplonis grandis","https://macaulaylibrary.org/asset/202840","https://ebird.org/species/brwsta1","Aplonis_grandis-ML202840.wav"
134503121,"Rennell Starling","Lucas DeCicco",2018,10,27,"SB-RB","Solomon Islands; Rennell-Bellona Province; Rennell Island; Lake Te-Nganno; Te-Nganno Village and surroundings","L8410157","Call; Song","Species","not publication cut","Aplonis","Sturnidae","Aplonis insularis","Aplonis insularis","https://macaulaylibrary.org/asset/134503121","https://ebird.org/species/rensta1","Aplonis_insularis-ML134503121.wav"
203983561,"Long-tailed Starling","Phil Gregory | Sicklebill Safaris | www.birder.travel",2015,6,6,"ID-IJ-PA","Numfor Island (-1.0601, 134.973)","L10610221","Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis magna","Aplonis magna","https://macaulaylibrary.org/asset/203983561","https://ebird.org/species/lotsta1","Aplonis_magna-ML203983561.wav"
182237,"Moluccan Starling","John C. Mittermeier",2012,7,15,"ID-MA-MU","Obi; Tanjung Rijang; secondary growth along river",NA,"Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis mysolensis","Aplonis mysolensis","https://macaulaylibrary.org/asset/182237","https://ebird.org/species/molsta1","Aplonis_mysolensis-ML182237.wav"
5303,"Micronesian Starling","Doug Pratt",1978,6,13,"FM-PNI","UH DISTRICT; VILLAGE HOTEL",NA,"Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis opaca","Aplonis opaca","https://macaulaylibrary.org/asset/5303","https://ebird.org/species/micsta1","Aplonis_opaca-ML5303.wav"
173400801,"Striated Starling","Andrew Spencer",2015,12,19,"NC-","PePe's Thicketbird site","L3887282","Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis striata","Aplonis striata","https://macaulaylibrary.org/asset/173400801","https://ebird.org/species/strsta1","Aplonis_striata-ML173400801.wav"
5709,"Polynesian Starling","Phillip L. Bruner",1977,6,23,"WS-TU","Vaea Transmission Track","L9512108",NA,"Species","not publication cut","Aplonis","Sturnidae","Aplonis tabuensis","Aplonis tabuensis","https://macaulaylibrary.org/asset/5709","https://ebird.org/species/polsta1","Aplonis_tabuensis-ML5709.wav"
369528621,"Rusty-winged Starling","Dominik Maximilián Ramík",2021,9,1,"VU-SAM","Tabwemasana 2021 Survey (-15,339, 166,739)","L16275671","Call","Species","not publication cut","Aplonis","Sturnidae","Aplonis zelandica","Aplonis zelandica","https://macaulaylibrary.org/asset/369528621","https://ebird.org/species/ruwsta1","Aplonis_zelandica-ML369528621.wav"
120222171,"Emperor Penguin","Megan Elrod",2015,12,1,"AQ-","Cape Crozier, Ross Island","L4211433",NA,"Species","not publication cut","Aptenodytes","Spheniscidae","Aptenodytes forsteri","Aptenodytes forsteri","https://macaulaylibrary.org/asset/120222171","https://ebird.org/species/emppen1","Aptenodytes_forsteri-ML120222171.wav"
548627851,"Alexander's Swift","Nicolas Martinez",2022,4,17,"CV-S","praia cliffs","L23179573",NA,"Species","not publication cut","Apus","Apodidae","Apus alexandri","Apus alexandri","https://macaulaylibrary.org/asset/548627851","https://ebird.org/species/aleswi1","Apus_alexandri-ML548627851.wav"
